Order,Order Chinese,Family,Family English,Family Chinese,Genus,Suggested Chinese genus name,Species count in AviList sample,China range keyword species count,Example species
Ciconiiformes,鹳形目,Ciconiidae,Storks,,Leptoptilos,,3,1,非洲秃鹳 (Leptoptilos crumenifer); 大秃鹳 (Leptoptilos dubius); 秃鹳 (Leptoptilos javanicus)
Columbiformes,鸽形目,Columbidae,Doves and Pigeons,,Geopelia,,5,1,姬地鸠 (Geopelia cuneata); 斑肩姬地鸠 (Geopelia humeralis); 斑姬地鸠 (Geopelia striata)
Columbiformes,鸽形目,Columbidae,Doves and Pigeons,,Streptopelia,,15,1,爪哇斑鸠 (Streptopelia bitorquata); 菲律宾斑鸠 (Streptopelia dusumieri); 火斑鸠 (Streptopelia tranquebarica)
Coraciiformes,佛法僧目,Alcedinidae,Kingfishers,,Alcedo,,8,1,蓝带翠鸟 (Alcedo euryzona); 马来蓝带翠鸟 (Alcedo peninsulae); 斑头大翠鸟 (Alcedo hercules)
Coraciiformes,佛法僧目,Alcedinidae,Kingfishers,,Halcyon,,12,1,赤翡翠 (Halcyon coromanda); 栗背翡翠 (Halcyon badia); 蓝胸翡翠 (Halcyon malimbica)
Coraciiformes,佛法僧目,Coraciidae,Rollers,,Coracias,,9,1,蓝腹佛法僧 (Coracias cyanogaster); 扇尾佛法僧 (Coracias spatulatus); 棕顶佛法僧 (Coracias naevius)
Cuculiformes,鹃形目,Cuculidae,Cuckoos,,Chrysococcyx,,6,1,翠金鹃 (Chrysococcyx maculatus); 紫金鹃 (Chrysococcyx xanthorhynchus); 白眉金鹃 (Chrysococcyx caprius)
Cuculiformes,鹃形目,Cuculidae,Cuckoos,,Clamator,,4,1,红翅凤头鹃 (Clamator coromandus); 大斑凤头鹃 (Clamator glandarius); 莱氏凤头鹃 (Clamator levaillantii)
Cuculiformes,鹃形目,Cuculidae,Cuckoos,,Cuculus,,11,1,黑杜鹃 (Cuculus clamosus); 赤胸杜鹃 (Cuculus solitarius); 小杜鹃 (Cuculus poliocephalus)
Falconiformes,隼形目,Falconidae,Falcons and Caracaras,隼科,Falco,,39,1,马岛斑隼 (Falco zoniventris); 黄爪隼 (Falco naumanni); 大黄眼隼 (Falco alopex)
Falconiformes,隼形目,Falconidae,Falcons and Caracaras,隼科,Microhierax,,5,1,菲律宾小隼 (Microhierax erythrogenys); 白腿小隼 (Microhierax melanoleucos); 红腿小隼 (Microhierax caerulescens)
Galliformes,鸡形目,Phasianidae,"Partridges, Pheasants, Grouse, and Allies",,Alectoris,,7,1,北非石鸡 (Alectoris barbara); 阿拉伯石鸡 (Alectoris melanocephala); 红腿石鸡 (Alectoris rufa)
Galliformes,鸡形目,Phasianidae,"Partridges, Pheasants, Grouse, and Allies",,Coturnix,,6,1,鹌鹑 (Coturnix japonica); 西鹌鹑 (Coturnix coturnix); 黑胸鹌鹑 (Coturnix coromandelica)
Galliformes,鸡形目,Phasianidae,"Partridges, Pheasants, Grouse, and Allies",,Lerwa,,1,1,雪鹑 (Lerwa lerwa)
Galliformes,鸡形目,Phasianidae,"Partridges, Pheasants, Grouse, and Allies",,Tetraogallus,,5,1,藏雪鸡 (Tetraogallus tibetanus); 阿尔泰雪鸡 (Tetraogallus altaicus); 高加索雪鸡 (Tetraogallus caucasicus)
Gruiformes,鹤形目,Gruidae,Cranes,,Antigone,,4,1,沙丘鹤 (Antigone canadensis); 白枕鹤 (Antigone vipio); 澳洲鹤 (Antigone rubicunda)
Gruiformes,鹤形目,Gruidae,Cranes,,Leucogeranus,,1,1,白鹤 (Leucogeranus leucogeranus)
Gruiformes,鹤形目,Heliornithidae,Finfoots,,Heliopais,,1,1,亚洲鳍趾䴘 (Heliopais personatus)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Coturnicops,,2,1,花田鸡 (Coturnicops exquisitus); 北美花田鸡 (Coturnicops noveboracensis)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Crex,,1,1,长脚秧鸡 (Crex crex)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Gallicrex,,1,1,董鸡 (Gallicrex cinerea)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Poliolimnas,,1,1,白眉田鸡 (Poliolimnas cinereus)
Otidiformes,鸨形目,Otididae,Bustards,,Chlamydotis,,2,1,波斑鸨 (Chlamydotis macqueenii); 非洲波斑鸨 (Chlamydotis undulata)
Otidiformes,鸨形目,Otididae,Bustards,,Tetrax,,1,1,小鸨 (Tetrax tetrax)
Passeriformes,雀形目,Acrocephalidae,Reed Warblers and Allies,,Iduna,,6,1,靴篱莺 (Iduna caligata); 赛氏篱莺 (Iduna rama); 草绿篱莺 (Iduna pallida)
Passeriformes,雀形目,Aegithalidae,"Tit-warblers, Bushtits, and Long-tailed Tit",,Aegithalos,,8,1,北长尾山雀 (Aegithalos caudatus); 银喉长尾山雀 (Aegithalos glaucogularis); 白颊长尾山雀 (Aegithalos leucogenys)
Passeriformes,雀形目,Aegithalidae,"Tit-warblers, Bushtits, and Long-tailed Tit",,Leptopoecile,,2,1,凤头雀莺 (Leptopoecile elegans); 花彩雀莺 (Leptopoecile sophiae)
Passeriformes,雀形目,Alaudidae,Larks,,Calandrella,,6,1,布氏短趾百灵 (Calandrella blanfordi); 棕顶短趾百灵 (Calandrella eremica); 大短趾百灵 (Calandrella brachydactyla)
Passeriformes,雀形目,Artamidae,"Woodswallows, Bellmagpies, and Allies",,Artamus,,11,1,灰燕鵙 (Artamus fuscus); 斐济燕鵙 (Artamus mentalis); 白背燕鵙 (Artamus monachus)
Passeriformes,雀形目,Bombycillidae,Waxwings,,Bombycilla,,3,1,雪松太平鸟 (Bombycilla cedrorum); 小太平鸟 (Bombycilla japonica); 太平鸟 (Bombycilla garrulus)
Passeriformes,雀形目,Cettiidae,Bush Warblers and Allies,,Horornis,,12,1,菲律宾树莺 (Horornis seebohmi); 日本树莺 (Horornis diphone); 远东树莺 (Horornis canturians)
Passeriformes,雀形目,Cettiidae,Bush Warblers and Allies,,Tesia,,4,1,灰腹地莺 (Tesia cyaniventer); 金冠地莺 (Tesia olivea); 眉纹地莺 (Tesia superciliaris)
Passeriformes,雀形目,Cettiidae,Bush Warblers and Allies,,Urosphena,,3,1,帝汶短尾莺 (Urosphena subulata); 印尼短尾莺 (Urosphena whiteheadi); 鳞头树莺 (Urosphena squameiceps)
Passeriformes,雀形目,Corvidae,"Crows, Jays, and Magpies",,Coloeus,,2,1,达乌里寒鸦 (Coloeus dauuricus); 寒鸦 (Coloeus monedula)
Passeriformes,雀形目,Corvidae,"Crows, Jays, and Magpies",,Corvus,,47,1,古巴鸦 (Corvus nasicus); 牙买加乌鸦 (Corvus jamaicensis); 美洲白颈鸦 (Corvus leucognaphalus)
Passeriformes,雀形目,Corvidae,"Crows, Jays, and Magpies",,Crypsirina,,2,1,盘尾树鹊 (Crypsirina temia); 黑头树鹊 (Crypsirina cucullata)
Passeriformes,雀形目,Corvidae,"Crows, Jays, and Magpies",,Nucifraga,,4,1,北美星鸦 (Nucifraga columbiana); 北星鸦 (Nucifraga caryocatactes); 星鸦 (Nucifraga hemispila)
Passeriformes,雀形目,Corvidae,"Crows, Jays, and Magpies",,Perisoreus,,3,1,北噪鸦 (Perisoreus infaustus); 黑头噪鸦 (Perisoreus internigrans); 灰噪鸦 (Perisoreus canadensis)
Passeriformes,雀形目,Corvidae,"Crows, Jays, and Magpies",,Pica,,7,1,北非喜鹊 (Pica mauritanica); 喜鹊 (Pica serica); 青藏喜鹊 (Pica bottanensis)
Passeriformes,雀形目,Corvidae,"Crows, Jays, and Magpies",,Temnurus,,1,1,塔尾树鹊 (Temnurus temnurus)
Passeriformes,雀形目,Corvidae,"Crows, Jays, and Magpies",,Urocissa,,5,1,斯里兰卡蓝鹊 (Urocissa ornata); 台湾蓝鹊 (Urocissa caerulea); 黄嘴蓝鹊 (Urocissa flavirostris)
Passeriformes,雀形目,Dicaeidae,Flowerpeckers,,Pachyglossa,,7,1,绿背锯齿啄花鸟 (Pachyglossa olivacea); 厚嘴啄花鸟 (Pachyglossa agilis); 褐背啄花鸟 (Pachyglossa everetti)
Passeriformes,雀形目,Dicruridae,Drongos,,Dicrurus,,28,1,古铜色卷尾 (Dicrurus aeneus); 小盘尾 (Dicrurus remifer); 鸦嘴卷尾 (Dicrurus annectens)
Passeriformes,雀形目,Elachuridae,Elachura,,Elachura,,1,1,丽星鹩鹛 (Elachura formosa)
Passeriformes,雀形目,Estrildidae,"Munias, Parrotfinches, Waxbills, and Allies",,Lonchura,,28,1,斑文鸟 (Lonchura punctulata); 红胸文鸟 (Lonchura kelaarti); 黑脸文鸟 (Lonchura molucca)
Passeriformes,雀形目,Estrildidae,"Munias, Parrotfinches, Waxbills, and Allies",,Padda,,2,1,禾雀 (Padda oryzivora); 帝汶禾雀 (Padda fuscata)
Passeriformes,雀形目,Eurylaimidae,Grauer's Broadbill and Asian Broadbills,,Serilophus,,2,1,灰眼先丝冠鸟 (Serilophus rubropygius); 银胸丝冠鸟 (Serilophus lunatus)
Passeriformes,雀形目,Fringillidae,"Finches, Euphonias, and Allies",,Agraphospiza,,1,1,赤朱雀 (Agraphospiza rubescens)
Passeriformes,雀形目,Fringillidae,"Finches, Euphonias, and Allies",,Pyrrhoplectes,,1,1,金枕黑雀 (Pyrrhoplectes epauletta)
Passeriformes,雀形目,Fringillidae,"Finches, Euphonias, and Allies",,Rhodospiza,,1,1,巨嘴沙雀 (Rhodospiza obsoleta)
Passeriformes,雀形目,Fringillidae,"Finches, Euphonias, and Allies",,Serinus,,8,1,金丝雀 (Serinus canaria); 欧洲丝雀 (Serinus serinus); 金额丝雀 (Serinus pusillus)
Passeriformes,雀形目,Hirundinidae,Swallows,燕科,Delichon,,4,1,西方毛脚燕 (Delichon urbicum); 黑喉毛脚燕 (Delichon nipalense); 白腹毛脚燕 (Delichon lagopodum)
Passeriformes,雀形目,Leiothrichidae,Laughingthrushes and Allies,,Alcippe,,10,1,褐脸雀鹛 (Alcippe poioicephala); 黑眉雀鹛 (Alcippe grotei); 褐雀鹛 (Alcippe brunneicauda)
Passeriformes,雀形目,Locustellidae,"Grasshopper Warblers, Grassbirds, and Allies",,Helopsaltes,,6,1,苍眉蝗莺 (Helopsaltes fasciolatus); 库页岛蝗莺 (Helopsaltes amnicola); 斑背大尾莺 (Helopsaltes pryeri)
Passeriformes,雀形目,Monarchidae,"Monarch Flycatchers, Paradise Flycatchers, and Shrikebills",,Terpsiphone,,16,1,棕寿带 (Terpsiphone cinnamomea); 蓝寿带 (Terpsiphone cyanescens); 东南寿带 (Terpsiphone floris)
Passeriformes,雀形目,Motacillidae,Wagtails and Pipits,,Dendronanthus,,1,1,山鹡鸰 (Dendronanthus indicus)
Passeriformes,雀形目,Motacillidae,Wagtails and Pipits,,Motacilla,,13,1,马岛鹡鸰 (Motacilla flaviventris); 圣多美鹡鸰 (Motacilla bocagii); 海角鹡鸰 (Motacilla capensis)
Passeriformes,雀形目,Muscicapidae,"Chats, Old World Flycatchers, and Allies",,Cyanoptila,,2,1,琉璃蓝鹟 (Cyanoptila cumatilis); 白腹蓝鹟 (Cyanoptila cyanomelana)
Passeriformes,雀形目,Muscicapidae,"Chats, Old World Flycatchers, and Allies",,Myophonus,,9,1,斯里兰卡啸鸫 (Myophonus blighi); 辉亮啸鸫 (Myophonus melanurus); 巽他啸鸫 (Myophonus glaucinus)
Passeriformes,雀形目,Muscicapidae,"Chats, Old World Flycatchers, and Allies",,Saxicola,,13,1,黑白林䳭 (Saxicola jerdoni); 灰林䳭 (Saxicola ferreus); 帝汶林䳭 (Saxicola gutturalis)
Passeriformes,雀形目,Paradoxornithidae,Parrotbills and Allies,,Moupinia,,1,1,宝兴鹛雀 (Moupinia poecilotis)
Passeriformes,雀形目,Paradoxornithidae,Parrotbills and Allies,,Myzornis,,1,1,火尾绿鹛 (Myzornis pyrrhoura)
Passeriformes,雀形目,Paridae,"Tits, Chickadees, and Titmice",,Machlolophus,,5,1,白枕山雀 (Machlolophus nuchalis); 台湾黄山雀 (Machlolophus holsti); 眼纹黄山雀 (Machlolophus xanthogenys)
Passeriformes,雀形目,Paridae,"Tits, Chickadees, and Titmice",,Pseudopodoces,,1,1,地山雀 (Pseudopodoces humilis)
Passeriformes,雀形目,Paridae,"Tits, Chickadees, and Titmice",,Sittiparus,,5,1,台湾杂色山雀 (Sittiparus castaneoventris); 琉球杂色山雀 (Sittiparus olivaceus); 杂色山雀 (Sittiparus varius)
Passeriformes,雀形目,Passeridae,Snowfinches and Old World Sparrows,,Montifringilla,,3,1,白斑翅雪雀 (Montifringilla nivalis); 藏雪雀 (Montifringilla henrici); 褐翅雪雀 (Montifringilla adamsi)
Passeriformes,雀形目,Passeridae,Snowfinches and Old World Sparrows,,Onychostruthus,,1,1,白腰雪雀 (Onychostruthus taczanowskii)
Passeriformes,雀形目,Pellorneidae,Ground Babblers and Allies,,Gampsorhynchus,,2,1,白头鵙鹛 (Gampsorhynchus rufulus); 领鵙鹛 (Gampsorhynchus torquatus)
Passeriformes,雀形目,Pellorneidae,Ground Babblers and Allies,,Gypsophila,,6,1,山鹪鹛 (Gypsophila crassa); 短尾鹪鹛 (Gypsophila brevicaudata); 灰岩鹪鹛 (Gypsophila annamensis)
Passeriformes,雀形目,Pittidae,Pittas,,Hydrornis,,13,1,双辫八色鸫 (Hydrornis phayrei); 栗头八色鸫 (Hydrornis oatesi); 蓝枕八色鸫 (Hydrornis nipalensis)
Passeriformes,雀形目,Pnoepygidae,Cupwings,,Pnoepyga,,4,1,鳞胸鹪鹛 (Pnoepyga albiventer); 台湾鹪鹛 (Pnoepyga formosana); 尼泊尔鹪鹛 (Pnoepyga immaculata)
Passeriformes,雀形目,Regulidae,Kinglets,,Regulus,,5,1,马德拉火冠戴菊 (Regulus madeirensis); 火冠戴菊 (Regulus ignicapilla); 金冠戴菊 (Regulus satrapa)
Passeriformes,雀形目,Remizidae,Penduline Tits,,Remiz,,4,1,中华攀雀 (Remiz consobrinus); 白冠攀雀 (Remiz coronatus); 欧亚攀雀 (Remiz pendulinus)
Passeriformes,雀形目,Stenostiridae,Fairy Flycatchers,,Chelidorhynx,,1,1,黄腹扇尾鹟 (Chelidorhynx hypoxanthus)
Passeriformes,雀形目,Sturnidae,"Rhabdornis, Starlings, and Mynas",,Ampeliceps,,1,1,金冠树八哥 (Ampeliceps coronatus)
Passeriformes,雀形目,Sturnidae,"Rhabdornis, Starlings, and Mynas",,Gracupica,,4,1,黑领椋鸟 (Gracupica nigricollis); 斑椋鸟 (Gracupica contra); 暹罗斑椋鸟 (Gracupica floweri)
Passeriformes,雀形目,Sturnidae,"Rhabdornis, Starlings, and Mynas",,Sturnia,,4,1,灰背椋鸟 (Sturnia sinensis); 黑冠椋鸟 (Sturnia pagodarum); 灰头椋鸟 (Sturnia malabarica)
Passeriformes,雀形目,Sylviidae,Sylviid Warblers and Allies,,Curruca,,25,1,横斑林莺 (Curruca nisoria); 莱氏林莺 (Curruca layardi); 斑林莺 (Curruca boehmi)
Passeriformes,雀形目,Timaliidae,"Tree Babblers, Scimitar Babblers, and Allies",,Mixornis,,5,1,灰脸纹胸鹛 (Mixornis kelleyi); 黄领纹胸鹛 (Mixornis flavicollis); 康岛纹胸鹛 (Mixornis prillwitzi)
Passeriformes,雀形目,Timaliidae,"Tree Babblers, Scimitar Babblers, and Allies",,Pomatorhinus,,11,1,黑冠钩嘴鹛 (Pomatorhinus ferruginosus); 红嘴钩嘴鹛 (Pomatorhinus phayrei); 棕头钩嘴鹛 (Pomatorhinus ochraceiceps)
Passeriformes,雀形目,Timaliidae,"Tree Babblers, Scimitar Babblers, and Allies",,Spelaeornis,,8,1,棕喉鹩鹛 (Spelaeornis caudatus); 锈喉鹩鹛 (Spelaeornis badeigularis); 斑翅鹩鹛 (Spelaeornis troglodytoides)
Passeriformes,雀形目,Timaliidae,"Tree Babblers, Scimitar Babblers, and Allies",,Stachyris,,13,1,黑喉穗鹛 (Stachyris nigricollis); 白胸穗鹛 (Stachyris grammiceps); 红腰穗鹛 (Stachyris maculata)
Passeriformes,雀形目,Turdidae,Thrushes and Allies,,Grandala,,1,1,蓝大翅鸲 (Grandala coelicolor)
Passeriformes,雀形目,Urocynchramidae,Przevalski's Finch,,Urocynchramus,,1,1,朱鹀 (Urocynchramus pylzowi)
Passeriformes,雀形目,Vireonidae,"Shrike-babblers, Erpornis, and Vireos",,Pteruthius,,7,1,棕腹鵙鹛 (Pteruthius rufiventer); 爪哇红翅鵙鹛 (Pteruthius flaviscapis); 红翅鵙鹛 (Pteruthius aeralatus)
Passeriformes,雀形目,Zosteropidae,"White-eyes, Yuhinas, and Allies",,Staphida,,3,1,栗冠凤鹛 (Staphida everetti); 栗耳凤鹛 (Staphida castaniceps); 栗颈凤鹛 (Staphida torqueola)
Passeriformes,雀形目,Zosteropidae,"White-eyes, Yuhinas, and Allies",,Zosterops,,108,1,斯里兰卡绣眼鸟 (Zosterops ceylonensis); 菲律宾绣眼鸟 (Zosterops nigrorum); 黑冠绣眼鸟 (Zosterops atricapilla)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Oroanassa,,1,1,海南鳽 (Oroanassa magnifica)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Nipponia,,1,1,朱鹮 (Nipponia nippon)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Platalea,,6,1,粉红琵鹭 (Platalea ajaja); 黄嘴琵鹭 (Platalea flavipes); 非洲琵鹭 (Platalea alba)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Pseudibis,,3,1,黑鹮 (Pseudibis papillosa); 白肩黑鹮 (Pseudibis davisoni); 巨鹮 (Pseudibis gigantea)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Threskiornis,,6,1,非洲白鹮 (Threskiornis aethiopicus); 马岛白鹮 (Threskiornis bernieri); 留尼汪孤鸽 (Threskiornis solitarius)
Piciformes,䴕形目,Megalaimidae,Asian Barbets,,Psilopogon,,33,1,马拉巴拟啄木鸟 (Psilopogon malabaricus); 斯里兰卡拟啄木鸟 (Psilopogon rubricapillus); 赤胸拟啄木鸟 (Psilopogon haemacephalus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Dendrocopos,,12,1,棕腹啄木鸟 (Dendrocopos hyperythrus); 纹胸啄木鸟 (Dendrocopos atratus); 茶胸斑啄木鸟 (Dendrocopos macei)
Piciformes,䴕形目,Picidae,Woodpeckers,,Hemicircus,,2,1,黑冠啄木鸟 (Hemicircus canente); 灰黄啄木鸟 (Hemicircus concretus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Meiglyptes,,4,1,黄颈斑啄木鸟 (Meiglyptes tukki); 黄腰啄木鸟 (Meiglyptes grammithorax); 黄腰斑啄木鸟 (Meiglyptes tristis)
Procellariiformes,鹱形目,Hydrobatidae,Northern Storm Petrels,,Hydrobates,,18,1,暴风海燕 (Hydrobates pelagicus); 灰蓝叉尾海燕 (Hydrobates furcatus); 佛得角叉尾海燕 (Hydrobates jabejabe)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Bulweria,,3,1,小圣赫勒拿岛海燕 (Bulweria bifax); 褐燕鹱 (Bulweria bulwerii); 厚嘴燕鹱 (Bulweria fallax)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Calonectris,,4,1,白额鹱 (Calonectris leucomelas); 佛得角鹱 (Calonectris edwardsii); 斯氏鹱 (Calonectris diomedea)
Strigiformes,鸮形目,Strigidae,Owls,,Ketupa,,12,1,弗氏雕鸮 (Ketupa poensis); 蝶斑雕鸮 (Ketupa leucosticta); 黄雕鸮 (Ketupa lactea)
Suliformes,鲣鸟目,Fregatidae,Frigatebirds,,Fregata,,5,1,白斑军舰鸟 (Fregata ariel); 阿岛军舰鸟 (Fregata aquila); 华丽军舰鸟 (Fregata magnificens)
Suliformes,鲣鸟目,Phalacrocoracidae,Cormorants and Shags,,Microcarbo,,5,1,冠鸬鹚 (Microcarbo coronatus); 长尾鸬鹚 (Microcarbo africanus); 小斑鸬鹚 (Microcarbo melanoleucos)
Suliformes,鲣鸟目,Phalacrocoracidae,Cormorants and Shags,,Phalacrocorax,,11,1,岸鸬鹚 (Phalacrocorax neglectus); 南非鸬鹚 (Phalacrocorax capensis); 暗绿背鸬鹚 (Phalacrocorax capillatus)
Trogoniformes,咬鹃目,Trogonidae,Trogons,,Harpactes,,10,1,橙胸咬鹃 (Harpactes oreskios); 黑头咬鹃 (Harpactes fasciatus); 红枕咬鹃 (Harpactes kasumba)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Accipiter,,6,0,灰腹鹰 (Accipiter poliogaster); 马岛雀鹰 (Accipiter madagascariensis); 赞比亚雀鹰 (Accipiter ovampensis)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Aegypius,,1,0,秃鹫 (Aegypius monachus)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Aerospiza,,2,0,栗胁雀鹰 (Aerospiza castanilius); 非洲鹰 (Aerospiza tachiro)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Astur,,9,0,库氏鹰 (Astur cooperii); 古巴鹰 (Astur gundlachi); 智利鹰 (Astur chilensis)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Aviceda,,5,0,非洲鹃隼 (Aviceda cuculoides); 马岛鹃隼 (Aviceda madagascariensis); 褐冠鹃隼 (Aviceda jerdoni)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Bermuteo,,1,0,百慕大鵟 (Bermuteo avivorus)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Busarellus,,1,0,黑领鹰 (Busarellus nigricollis)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Buteogallus,,9,0,青灰南美鵟 (Buteogallus schistaceus); 黑鸡鵟 (Buteogallus anthracinus); 古巴鸡鵟 (Buteogallus gundlachii)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Chelictinia,,1,0,剪尾鸢 (Chelictinia riocourii)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Chondrohierax,,2,0,古巴钩嘴鸢 (Chondrohierax wilsonii); 钩嘴鸢 (Chondrohierax uncinatus)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Circaetus,,7,0,斑短趾雕 (Circaetus fasciolatus); 小斑短趾雕 (Circaetus cinerascens); 刚果蛇雕 (Circaetus spectabilis)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Circus,,16,0,斑鹞 (Circus assimilis); 草原鹞 (Circus macrourus); 黑鹞 (Circus maurus)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Cryptoleucopteryx,,1,0,铅色南美鵟 (Cryptoleucopteryx plumbea)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Elanoides,,1,0,燕尾鸢 (Elanoides forficatus)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Elanus,,4,0,白尾鸢 (Elanus leucurus); 黑翅鸢 (Elanus caeruleus); 澳洲鸢 (Elanus axillaris)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Erythrotriorchis,,2,0,褐肩鹰 (Erythrotriorchis radiatus); 栗肩鹰 (Erythrotriorchis buergersi)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Eutriorchis,,1,0,马岛蛇雕 (Eutriorchis astur)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Gampsonyx,,1,0,小鸢 (Gampsonyx swainsonii)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Geranoaetus,,3,0,白尾鵟 (Geranoaetus albicaudatus); 红背鵟 (Geranoaetus polyosoma); 鵟雕 (Geranoaetus melanoleucus)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Geranospiza,,1,0,鹤鹰 (Geranospiza caerulescens)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Gypaetus,,1,0,胡兀鹫 (Gypaetus barbatus)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Gypohierax,,1,0,棕榈鹫 (Gypohierax angolensis)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Haliastur,,2,0,啸鸢 (Haliastur sphenurus); 栗鸢 (Haliastur indus)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Hamirostra,,1,0,黑胸钩嘴鸢 (Hamirostra melanosternon)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Harpagus,,2,0,棕腿齿鸢 (Harpagus diodon); 双齿鸢 (Harpagus bidentatus)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Harpia,,1,0,角雕 (Harpia harpyja)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Harpyopsis,,1,0,新几内亚角雕 (Harpyopsis novaeguineae)
Accipitriformes,鹰形目,Accipitridae,"Kites, Old World Vultures, Eagles, and Hawks",鹰科,Helicolestes,,1,0,黑臀食螺鸢 (Helicolestes hamatus)
